Overall,Team,Player,Nat.,Pos,Age,To,Amateur Team,GP,G,A,PTS,+/-,PIM,GP,W,L,T/O,SV%,GAA,PS
4,Columbus Blue Jackets,Ryan Johansen\johanry01,CA,C,18,2020,Portland (WHL),660,144,298,442,10,405,,,,,,,44.3
5,New York Islanders,Nino Niederreiter\niedeni01,CH,RW,18,2020,Portland (WHL),601,137,153,290,17,289,,,,,,,32.2
6,Tampa Bay Lightning,Brett Connolly\connobr01,CA,RW,18,2020,Prince George (WHL),496,98,90,188,9,222,,,,,,,19.1
7,Carolina Hurricanes,Jeff Skinner\skinnje01,CA,C,18,2020,Kitchener (OHL),720,258,207,465,-118,322,,,,,,,55.1
8,Atlanta Thrashers,Alexander Burmistrov\burmial01,RU,C,18,2018,Barrie (OHL),348,37,64,101,-31,139,,,,,,,4.9
9,Minnesota Wild,Mikael Granlund\granlmi01,FI,C,18,2020,HIFK Helsinki (Finland),540,111,241,352,22,150,,,,,,,34.3
10,New York Rangers,Dylan McIlrath\mcilrdy01,CA,D,18,2020,Moose Jaw (WHL),66,3,2,5,2,121,,,,,,,1.9
11,Dallas Stars,Jack Campbell\campbja01,US,G,18,2020,USA U-18 (USHL),64,0,1,1,0,0,64,23,27,6,.916,2.58,11.3
12,Anaheim Ducks,Cam Fowler\fowleca01,CA,D,18,2020,Windsor (OHL),679,67,234,301,-50,185,,,,,,,50.3
13,Phoenix Coyotes,Brandon Gormley\gormlbr01,CA,D,18,2016,Moncton (QMJHL),58,2,3,5,-6,20,,,,,,,1.2
14,St. Louis Blues,Jaden Schwartz\schwaja01,CA,C,18,2020,Tri-City (USHL),520,146,218,364,72,133,,,,,,,43.1
15,Los Angeles Kings,Derek Forbort\forbode01,US,D,18,2020,USA U-18 (USHL),275,6,47,53,7,176,,,,,,,14.4
16,St. Louis Blues,Vladimir Tarasenko\tarasvl01,RU,RW,18,2020,Novosibirsk (Russia),507,214,214,428,75,145,,,,,,,58.5
17,Colorado Avalanche,Joey Hishon\hishojo01,CA,C,18,2015,Owen Sound (OHL),13,1,1,2,-1,0,,,,,,,0.1
18,Nashville Predators,Austin Watson\watsoau01,US,LW,18,2020,Peterborough (OHL),306,36,41,77,12,358,,,,,,,6.0
19,Florida Panthers,Nick Bjugstad\bjugsni01,US,C,18,2020,Blaine (High-MN),439,97,110,207,-42,198,,,,,,,20.0
20,Pittsburgh Penguins,Beau Bennett\bennebe01,US,RW,18,2018,Penticton (BCHL),200,24,40,64,-2,52,,,,,,,5.7
21,Detroit Red Wings,Riley Sheahan\sheahri01,CA,C,18,2020,Notre Dame (CCHA),513,66,98,164,-50,83,,,,,,,10.9
22,Montreal Canadiens,Jarred Tinordi\tinorja01,US,D,18,2020,USA U-18 (USHL),81,1,10,11,-8,112,,,,,,,1.6
23,Buffalo Sabres,Mark Pysyk\pysykma01,CA,D,18,2020,Edmonton (WHL),417,22,66,88,-20,126,,,,,,,17.7
24,Chicago Blackhawks,Kevin Hayes\hayeske01,US,RW,18,2020,Nobles (High-MA),450,115,155,270,22,134,,,,,,,29.6
25,Florida Panthers,Quinton Howden\howdequ01,CA,C,18,2017,Moose Jaw (WHL),97,10,7,17,-11,30,,,,,,,0.8
26,Washington Capitals,Evgeny Kuznetsov\kuzneev01,RU,C,18,2020,Chelyabinsk (Russia),479,120,269,389,61,246,,,,,,,41.9
27,Phoenix Coyotes,Mark Visentin\visenma01,CA,G,18,2014,Niagara (OHL),1,0,0,0,,0,1,0,1,0,.906,3.06,0.2
28,San Jose Sharks,Charlie Coyle\coylech01,US,C/RW,18,2020,South Shore (EJHL),570,109,176,285,39,211,,,,,,,28.7
29,Anaheim Ducks,Emerson Etem\etemem01,US,RW,18,2017,Medicine Hat (WHL),173,22,24,46,-7,30,,,,,,,3.5
30,New York Islanders,Brock Nelson\nelsobr01,US,C,18,2020,Warroad (High-MN),548,150,145,295,9,205,,,,,,,32.8
31,Edmonton Oilers,Tyler Pitlick\pitlity01,US,C,18,2020,Minnesota State (WCHA),248,41,32,73,13,62,,,,,,,7.6
32,Boston Bruins,Jared Knight\knighja01,US,C,18,,London (OHL),,,,,,,,,,,,,
33,Florida Panthers,John McFarland\mcfarjo01,CA,LW,18,2016,Sudbury (OHL),3,0,0,0,-1,0,,,,,,,-0.1
34,Columbus Blue Jackets,Dalton Smith\smithda03,CA,LW,18,2020,Ottawa (OHL),1,0,0,0,1,2,,,,,,,0.0
35,Chicago Blackhawks,Ludvig Rensfeldt\rensflu01,SE,LW,18,,Brynas Jr. (Sweden-Jr.),,,,,,,,,,,,,
36,Florida Panthers,Alex Petrovic\petroal01,CA,D,18,2019,Red Deer (WHL),263,5,45,50,-10,360,,,,,,,9.1
37,Carolina Hurricanes,Justin Faulk\faulkju01,US,D,18,2020,USA U-18 (USHL),628,90,184,274,-103,297,,,,,,,48.4
38,New Jersey Devils,Jon Merrill\merrijo01,US,D,18,2020,USA U-18 (USHL),356,12,49,61,-9,195,,,,,,,14.6
39,Minnesota Wild,Brett Bulmer\bulmebr01,CA,RW,18,2016,Kelowna (WHL),17,0,3,3,-2,15,,,,,,,0.0
40,New York Rangers,Christian Thomas\thomach01,CA,RW,18,2016,Oshawa (OHL),27,1,2,3,-2,9,,,,,,,0.0
41,Dallas Stars,Patrik Nemeth\nemetpa01,SE,D,18,2020,AIK (Sweden-2),314,5,43,48,14,162,,,,,,,11.6
42,Anaheim Ducks,Devante Smith-Pelly\smithde06,CA,RW,18,2019,Mississauga (OHL),395,44,57,101,-41,137,,,,,,,5.9
43,Toronto Maple Leafs,Brad Ross\rossbr01,CA,LW,18,,Portland (WHL),,,,,,,,,,,,,
44,St. Louis Blues,Sebastian Wannstrom\wannsse01,SE,RW,19,,Brynas (Sweden),,,,,,,,,,,,,
45,Boston Bruins,Ryan Spooner\spoonry01,CA,C,18,2019,Peterborough (OHL),325,48,119,167,-21,63,,,,,,,15.2
46,Edmonton Oilers,Martin Marincin\marinma01,SK,D,18,2020,Slovakia U20 (Slovakia),227,5,29,34,-13,110,,,,,,,6.6
47,Los Angeles Kings,Tyler Toffoli\toffoty01,CA,C,18,2020,Ottawa (OHL),525,145,155,300,82,150,,,,,,,38.8
48,Edmonton Oilers,Curtis Hamilton\hamilcu01,US,LW,18,2015,Saskatoon (WHL),1,0,0,0,0,5,,,,,,,0.0
49,Colorado Avalanche,Calvin Pickard\pickaca01,CA,G,18,2020,Seattle (WHL),107,0,3,3,0,4,107,32,52,9,.905,3.00,15.0
50,Florida Panthers,Connor Brickley\brickco01,US,C,18,2019,Des Moines (USHL),81,6,15,21,-2,42,,,,,,,1.3
51,Detroit Red Wings,Calle Jarnkrok\jarnkca01,SE,C,18,2020,Brynas (Sweden),459,81,102,183,46,99,,,,,,,18.1
52,Phoenix Coyotes,Phil Lane\laneph01,US,RW,18,,Brampton (OHL),,,,,,,,,,,,,
53,Carolina Hurricanes,Mark Alt\altma01,US,D,18,2019,Cretin-Derham (High-MN),18,0,0,0,-2,2,,,,,,,0.0
54,Chicago Blackhawks,Justin Holl\hollju01,US,D,18,2020,Minnetonka (High-MN),81,4,17,21,13,45,,,,,,,4.1
55,Columbus Blue Jackets,Petr Straka\strakpe01,CZ,RW,18,2015,Rimouski (QMJHL),3,0,2,2,1,0,,,,,,,0.2
56,Minnesota Wild,Johan Larsson\larssjo02,SE,LW,18,2020,Brynas Jr. (Sweden-Jr.),393,38,59,97,-41,190,,,,,,,4.5
57,Phoenix Coyotes,Oscar Lindberg\lindbos02,SE,C,18,2019,Skelleftea (Sweden),252,39,40,79,7,117,,,,,,,7.8
58,Chicago Blackhawks,Kent Simpson\simpske01,CA,G,18,2014,Everett (WHL),1,0,0,0,,0,1,,,,.714,6.00,-0.1
59,Minnesota Wild,Jason Zucker\zuckeja01,US,LW,18,2020,USA U-18 (USHL),471,138,117,255,20,173,,,,,,,30.2
60,Chicago Blackhawks,Stephen Johns\johnsst03,US,D,18,2020,USA U-18 (USHL),167,15,18,33,-6,93,,,,,,,6.9
61,Edmonton Oilers,Ryan Martindale\martiry01,CA,C,18,,Ottawa (OHL),,,,,,,,,,,,,
62,Toronto Maple Leafs,Greg McKegg\mckeggr01,CA,C,18,2020,Erie (OHL),185,18,15,33,-10,57,,,,,,,1.9
63,Tampa Bay Lightning,Brock Beukeboom\beukebr01,US,D,18,,Sault Ste. Marie (OHL),,,,,,,,,,,,,
64,Calgary Flames,Max Reinhart\reinhma01,CA,C,18,2015,Kootenay (WHL),23,1,4,5,-5,6,,,,,,,0.0
65,New York Islanders,Kirill Kabanov\kabanki01,RU,LW,18,,Moncton (QMJHL),,,,,,,,,,,,,
66,Tampa Bay Lightning,Radko Gudas\gudasra01,CZ,D,20,2020,Everett (WHL),479,26,94,120,26,619,,,,,,,24.0
67,Carolina Hurricanes,Danny Biega\biegada01,CA,D,18,2015,Harvard (ECAC),10,0,2,2,-5,0,,,,,,,0.1
68,Buffalo Sabres,Jerome Gauthier-Leduc\gauthje02,CA,D,18,,Rouyn-Noranda (QMJHL),,,,,,,,,,,,,
69,Florida Panthers,Joe Basaraba\basarjo01,CA,RW,18,,Shattuck St. Mary's (High-MN),,,,,,,,,,,,,
70,Los Angeles Kings,Jordan Weal\wealjo01,CA,C,18,2020,Regina (WHL),218,32,37,69,-20,56,,,,,,,4.9
71,Colorado Avalanche,Michael Bournival\bournmi01,CA,LW,18,2018,Shawinigan (QMJHL),113,12,10,22,-6,24,,,,,,,1.8
72,Tampa Bay Lightning,Adam Janosik\janosad01,SK,D,18,,Gatineau (QMJHL),,,,,,,,,,,,,
73,Calgary Flames,Joey Leach\leachjo01,CA,D,18,,Kootenay (WHL),,,,,,,,,,,,,
74,St. Louis Blues,Max Gardiner\gardima01,US,C,18,,Minnetonka (High-MN),,,,,,,,,,,,,
75,Buffalo Sabres,Kevin Sundher\sundhke01,CA,C,18,,Chilliwack (WHL),,,,,,,,,,,,,
76,Ottawa Senators,Jakub Culek\culekja01,CZ,LW,18,,Rimouski (QMJHL),,,,,,,,,,,,,
77,Dallas Stars,Alexander Guptill\guptial01,CA,LW,18,,Orangeville (CCHL),,,,,,,,,,,,,
78,Nashville Predators,Taylor Aronson\aronsta01,US,D,18,,Portland (WHL),,,,,,,,,,,,,
79,Toronto Maple Leafs,Sondre Olden\oldenso01,NO,C,18,,MODO Jr. (Sweden-Jr.),,,,,,,,,,,,,
80,Pittsburgh Penguins,Bryan Rust\rustbr01,US,RW,18,2020,USA U-18 (USHL),308,78,92,170,37,104,,,,,,,18.6
81,Detroit Red Wings,Louis-Marc Aubry\aubrylo01,CA,C,18,,Montreal (QMJHL),,,,,,,,,,,,,
82,New York Islanders,Jason Clark\clarkja01,US,C/LW,18,,Shattuck St. Mary's (High-MN),,,,,,,,,,,,,
83,Buffalo Sabres,Matt MacKenzie\mackema01,CA,D,18,,Calgary (WHL),,,,,,,,,,,,,
84,New Jersey Devils,Scott Wedgewood\wedgesc01,CA,G,18,2018,Plymouth (OHL),24,0,0,0,0,2,24,7,10,5,.903,3.05,3.3
85,Carolina Hurricanes,Austin Levi\leviau01,US,D,18,,Plymouth (OHL),,,,,,,,,,,,,
86,Washington Capitals,Stanislav Galiev\galiest01,RU,RW,18,2016,Saint John (QMJHL),26,1,3,4,3,4,,,,,,,0.3
87,Atlanta Thrashers,Julian Melchiori\melchju01,CA,D,18,2017,Newmarket (CCHL),30,0,2,2,0,8,,,,,,,0.4
88,San Jose Sharks,Max Gaede\gaedema01,US,RW,18,,Woodbury HS (High-MN),,,,,,,,,,,,,
89,Philadelphia Flyers,Michael Chaput\chapumi01,CA,C,18,2020,Lewiston (QMJHL),169,6,16,22,-27,78,,,,,,,-0.9
90,Chicago Blackhawks,Joakim Nordstrom\nordsjo02,SE,C,18,2020,AIK Jr. (Sweden-Jr.),400,31,37,68,-35,71,,,,,,,1.4
91,Edmonton Oilers,Jeremie Blain\blainje01,CA,D,18,,Acadie-Bathurst (QMJHL),,,,,,,,,,,,,
92,Florida Panthers,Sam Brittain\brittsa01,CA,G,18,,Canmore (AJHL),,,,,,,,,,,,,
93,Florida Panthers,Ben Gallacher\gallabe01,CA,D,18,,Camrose (AJHL),,,,,,,,,,,,,
94,Columbus Blue Jackets,Brandon Archibald\archibr01,US,D,18,,Sault Ste. Marie (OHL),,,,,,,,,,,,,
95,Colorado Avalanche,Stephen Silas\silasst01,CA,D,18,,Belleville (OHL),,,,,,,,,,,,,
96,Tampa Bay Lightning,Geoffrey Schemitsch\schemge01,CA,D,18,,Owen Sound (OHL),,,,,,,,,,,,,
97,Boston Bruins,Craig Cunningham\cunnicr01,CA,LW,20,2016,Vancouver (WCHL),63,3,5,8,-8,6,,,,,,,-0.2
98,Buffalo Sabres,Steven Shipley\shiplst01,CA,C,18,,Owen Sound (OHL),,,,,,,,,,,,,
99,Florida Panthers,Joonas Donskoi\donskjo01,FI,RW,18,2020,Karpat (Finland),348,61,94,155,21,92,,,,,,,14.8
100,New York Rangers,Andrew Yogan\yoganan01,US,C/LW,18,,Erie (OHL),,,,,,,,,,,,,
101,Atlanta Thrashers,Ivan Telegin\telegiv01,RU,LW,18,,Saginaw (OHL),,,,,,,,,,,,,
102,Columbus Blue Jackets,Mathieu Corbeil\corbema01,CA,G,18,,Halifax (QMJHL),,,,,,,,,,,,,
103,Calgary Flames,John Ramage\ramagjo01,CA,D,19,2016,Wisconsin (WCHA),2,0,0,0,-3,0,,,,,,,-0.2
104,St. Louis Blues,Jani Hakanpaa\hakanja01,FI,D,18,2020,K-Vantaa U18 (Finland-Jr.),5,1,0,1,1,2,,,,,,,0.4
105,Carolina Hurricanes,Justin Shugg\shuggju01,CA,LW,18,2015,Windsor (OHL),3,0,0,0,0,2,,,,,,,0.0
106,Ottawa Senators,Marcus Sorensen\sorenma01,SE,RW,18,2020,Sodertalje Jr. (Sweden-Jr.),197,30,29,59,-8,58,,,,,,,4.6
107,Colorado Avalanche,Sami Aittokallio\aittosa01,FI,G,18,2014,Ilves Jr. (Finland-Jr.),2,0,0,0,0,0,2,0,1,0,.884,3.36,0.1
108,Calgary Flames,Bill Arnold\arnolbi01,US,C,18,2014,USA U-18 (USHL),1,0,0,0,-1,0,,,,,,,-0.1
109,Dallas Stars,Alex Theriau\therial01,CA,D,18,,Everett (WHL),,,,,,,,,,,,,
110,Pittsburgh Penguins,Tom Kuhnhackl\kuhnhto01,DE,C,18,2020,Landshut Cann. (German-2),232,18,36,54,2,60,,,,,,,3.2
111,Detroit Red Wings,Teemu Pulkkinen\pulkkte01,FI,LW,18,2017,Jokerit (Finland),83,13,9,22,5,32,,,,,,,2.6
112,Washington Capitals,Philipp Grubauer\grubaph01,DE,G,18,2020,Windsor (OHL),174,0,1,1,0,2,174,79,52,20,.920,2.44,31.6
113,Montreal Canadiens,Mark MacMillan\macmima01,CA,F,18,,Alberni Valley (BCHL),,,,,,,,,,,,,
114,New Jersey Devils,Joe Faust\faustjo01,US,D,18,,Bloomington-Jeff. (High-MN),,,,,,,,,,,,,
115,Vancouver Canucks,Patrick McNally\mcnalpa01,US,D,18,,Milton Academy (High-MA),,,,,,,,,,,,,
116,Toronto Maple Leafs,Petter Granberg\granbpe01,SE,D,18,2017,Skelleftea Jr. (Sweden-Jr.),45,0,2,2,2,29,,,,,,,0.9
117,Montreal Canadiens,Morgan Ellis\ellismo01,CA,D,18,2016,Cape Breton (QMJHL),3,0,0,0,0,2,,,,,,,0.0
118,Tampa Bay Lightning,Jimmy Mullin\mulliji01,US,RW,18,,Shattuck St. Mary's (High-MN),,,,,,,,,,,,,
119,Philadelphia Flyers,Tye McGinn\mcginty01,CA,LW,20,2016,Gatineau (QMJHL),89,9,8,17,-1,44,,,,,,,1.3
120,Chicago Blackhawks,Rob Flick\flickro01,CA,C,19,,Mississauga (OHL),,,,,,,,,,,,,
121,Edmonton Oilers,Tyler Bunz\bunzty01,CA,G,18,2015,Medicine Hat (WHL),1,0,0,0,0,0,1,0,0,0,.750,9.00,-0.2
122,Anaheim Ducks,Chris Wagner\wagnech01,US,C,19,2020,South Shore (EJHL),317,35,23,58,-17,171,,,,,,,2.8
123,Florida Panthers,Zach Hyman\hymanza01,CA,C,18,2020,Hamilton (CCHL),302,71,81,152,53,173,,,,,,,15.5
124,Columbus Blue Jackets,Austin Madaisky\madaiau01,CA,D,18,,Kamloops (WHL),,,,,,,,,,,,,
125,New York Islanders,Tony Dehart\deharto01,US,D,20,,Oshawa (OHL),,,,,,,,,,,,,
126,Nashville Predators,Patrick Cehlin\cehlipa01,SE,RW,19,,Djurgarden (Sweden),,,,,,,,,,,,,
127,San Jose Sharks,Cody Ferriero\ferrico01,US,C,18,,Governor's Acad. (High-MA),,,,,,,,,,,,,
128,Atlanta Thrashers,Fredrik Pettersson-Wentzel\pettefr02,SE,G,19,,Almtuna (Sweden-2),,,,,,,,,,,,,
129,San Jose Sharks,Freddie Hamilton\hamilfr01,CA,C,18,2018,Niagara (OHL),75,4,2,6,-9,12,,,,,,,-0.4
130,New York Rangers,Jason Wilson\wilsoja01,CA,LW,20,,Owen Sound (OHL),,,,,,,,,,,,,
131,Dallas Stars,John Klingberg\klingjo01,SE,D,18,2020,Frolunda Jr. (Sweden-Jr.),425,58,233,291,35,156,,,,,,,49.0
132,Anaheim Ducks,Tim Heed\heedti01,SE,D,19,2020,Sodertalje (Sweden),105,6,23,29,-1,20,,,,,,,5.0
133,Calgary Flames,Micheal Ferland\ferlami01,CA,LW,18,2020,Brandon (WHL),335,60,74,134,0,200,,,,,,,13.1
134,St. Louis Blues,Cody Beach\beachco01,CA,RW,18,,Calgary (WHL),,,,,,,,,,,,,
135,Boston Bruins,Justin Florek\floreju01,US,LW,20,2014,Northern Mich. (CCHA),4,1,1,2,1,0,,,,,,,0.3
136,San Jose Sharks,Isaac MacLeod\macleis01,CA,D,18,,Penticton (BCHL),,,,,,,,,,,,,
137,Colorado Avalanche,Troy Rutkowski\rutkotr01,CA,D,18,,Portland (WHL),,,,,,,,,,,,,
138,Phoenix Coyotes,Louis Domingue\dominlo01,CA,G,18,2020,Quebec (QMJHL),139,0,2,2,0,6,139,58,58,10,.904,3.05,19.5
139,Colorado Avalanche,Luke Walker\walkelu01,US,RW,20,,Portland (WHL),,,,,,,,,,,,,
140,Pittsburgh Penguins,Kenny Agostino\agostke01,US,LW,18,2019,Delbarton (High-NJ),85,8,22,30,-8,40,,,,,,,1.9
141,Detroit Red Wings,Petr Mrazek\mrazepe01,CZ,G,18,2020,Ottawa (OHL),263,0,3,3,0,14,263,122,94,28,.910,2.62,39.7
142,Washington Capitals,Caleb Herbert\herbeca01,US,C,18,,Bloomington-Jeff. (High-MN),,,,,,,,,,,,,
143,Buffalo Sabres,Gregg Sutch\sutchgr01,CA,RW,18,,Mississauga (OHL),,,,,,,,,,,,,
144,Toronto Maple Leafs,Sam Carrick\carrisa01,CA,C,18,2020,Brampton (OHL),34,2,3,5,-5,15,,,,,,,0.0
145,Vancouver Canucks,Adam Polasek\polasad01,CZ,D,19,,P.E.I. (QMJHL),,,,,,,,,,,,,
146,Toronto Maple Leafs,Daniel Brodin\brodida01,SE,LW,20,,Djurgarden (Sweden),,,,,,,,,,,,,
147,Montreal Canadiens,Brendan Gallagher\gallabr01,CA,RW,18,2020,Vancouver (WCHL),547,173,161,334,58,312,,,,,,,42.7
148,Los Angeles Kings,Kevin Gravel\graveke01,US,D,18,2020,Sioux City (USHL),109,1,12,13,-2,12,,,,,,,3.3
149,Philadelphia Flyers,Michael Parks\parksmi01,US,RW,18,,Cedar Rapids (USHL),,,,,,,,,,,,,
150,Atlanta Thrashers,Yasin Cisse\cisseya01,CA,RW,18,,Des Moines (USHL),,,,,,,,,,,,,
151,Chicago Blackhawks,Mirko Hoefflin\hoeffmi02,DE,C,18,,Heilbronn (German-2),,,,,,,,,,,,,
152,Pittsburgh Penguins,Joe Rogalski\rogaljo01,US,D,18,,Sarnia (OHL),,,,,,,,,,,,,
153,Florida Panthers,Corey Durocher\durocco01,CA,LW,18,,Kingston (OHL),,,,,,,,,,,,,
154,Columbus Blue Jackets,Dalton Prout\proutda01,CA,D,20,2020,Barrie (OHL),264,7,31,38,-13,321,,,,,,,7.5
155,Atlanta Thrashers,Kendall McFaull\mcfauke01,CA,D,18,,Moose Jaw (WHL),,,,,,,,,,,,,
156,Tampa Bay Lightning,Brendan O'Donnell\odonnbr01,CA,C,18,,Winnipeg South (MJHL),,,,,,,,,,,,,
157,New York Rangers,Jesper Fast\fastje01,SE,RW,18,2020,HV 71 Jr. (Sweden-Jr.),422,55,92,147,12,116,,,,,,,11.1
158,Los Angeles Kings,Maxim Kitsyn\kitsyma01,RU,LW,18,,Novokuznetsk (Russia),,,,,,,,,,,,,
159,Minnesota Wild,Johan Gustafsson\gustajo02,SE,G,18,,Skare (Sweden-3),,,,,,,,,,,,,
160,Atlanta Thrashers,Tanner Lane\laneta01,US,C,18,,Detroit Lakes (High-MN),,,,,,,,,,,,,
161,Anaheim Ducks,Andreas Dahlstrom\dahlsan01,SE,C,19,,AIK (Sweden-2),,,,,,,,,,,,,
162,Edmonton Oilers,Brandon Davidson\davidbr01,CA,D,19,2020,Regina (WHL),174,9,14,23,-20,78,,,,,,,4.5
163,San Jose Sharks,Konrad Abeltshauser\abeltko01,DE,D,18,,Halifax (QMJHL),,,,,,,,,,,,,
164,St. Louis Blues,Stephen Macaulay\macaust01,CA,LW,18,,Saint John (QMJHL),,,,,,,,,,,,,
165,Boston Bruins,Zane Gothberg\mcintza01,US,G,18,2017,Thief River Falls (High-MN),8,0,0,0,0,0,8,0,4,1,.858,3.97,-0.1
166,Edmonton Oilers,Drew Czerwonka\czerwdr01,CA,LW,18,,Kootenay (WHL),,,,,,,,,,,,,
167,Carolina Hurricanes,Tyler Stahl\stahlty01,CA,D,18,,Chilliwack (WHL),,,,,,,,,,,,,
168,Nashville Predators,Anthony Bitetto\bitetan01,US,D,20,2020,Indiana (USHL),183,2,25,27,-7,122,,,,,,,4.7
169,Atlanta Thrashers,Sebastian Owuya\owuyase01,SE,D,18,,Timra (Sweden),,,,,,,,,,,,,
170,Pittsburgh Penguins,Reid McNeill\mcneire01,CA,D,18,,London (OHL),,,,,,,,,,,,,
171,Detroit Red Wings,Brooks Macek\macekbr01,CA,C,18,,Tri-City (WHL),,,,,,,,,,,,,
172,Vancouver Canucks,Alex Friesen\friesal01,CA,C,19,2016,Niagara (OHL),1,0,0,0,-2,0,,,,,,,-0.1
173,Buffalo Sabres,Cedrick Henley\henlece01,CA,LW,18,,Val D'Or (QMJHL),,,,,,,,,,,,,
174,New Jersey Devils,Maxime Clermont\clermma01,CA,G,18,,Gatineau (QMJHL),,,,,,,,,,,,,
175,Vancouver Canucks,Jonathan Iilahti\iilahjo01,FI,G,18,,Blues Jr. (Finland-Jr.),,,,,,,,,,,,,
176,Washington Capitals,Samuel Carrier\carrisa02,CA,D,18,,Lewiston (QMJHL),,,,,,,,,,,,,
177,Anaheim Ducks,Kevin Lind\lindke01,US,D,18,,Chicago (USHL),,,,,,,,,,,,,
178,Ottawa Senators,Mark Stone\stonema01,CA,RW,18,2020,Brandon (WHL),449,149,236,385,74,147,,,,,,,45.7
179,Philadelphia Flyers,Nick Luukko\luukkni01,US,D,18,,The Gunnery (High-CT),,,,,,,,,,,,,
180,Chicago Blackhawks,Nick Mattson\mattsni01,US,D,18,,Indiana (USHL),,,,,,,,,,,,,
181,Edmonton Oilers,Kristians Pelss\pelsskr01,LV,LW,18,,Dyn. Jr. Riga (Belarus-Jr.),,,,,,,,,,,,,
182,Toronto Maple Leafs,Josh Nicholls\nichojo01,CA,RW,18,,Saskatoon (WHL),,,,,,,,,,,,,
183,Florida Panthers,R.J. Boyd\boydr.01,US,D,19,,Cushing Academy (High-MA),,,,,,,,,,,,,
184,Columbus Blue Jackets,Martin Ouellette\ouellma02,CA,G,18,,Kimball Union (High-NH),,,,,,,,,,,,,
185,New York Islanders,Cody Rosen\rosenco01,CA,G,19,,Clarkson (ECAC),,,,,,,,,,,,,
186,Tampa Bay Lightning,Teigan Zahn\zahnte01,CA,D,20,,Saskatoon (WHL),,,,,,,,,,,,,
187,Carolina Hurricanes,Frederik Andersen\anderfr01,DK,G,20,2020,Frederikshavn (Denmark),369,0,8,8,0,26,369,213,92,45,.917,2.63,69.2
188,San Jose Sharks,Lee Moffie\moffile01,US,D,20,,Michigan (CCHA),,,,,,,,,,,,,
189,Minnesota Wild,Dylen McKinlay\mckindy01,CA,RW,18,,Chilliwack (WHL),,,,,,,,,,,,,
190,New York Rangers,Randy McNaught\mcnaura01,CA,RW,20,,Saskatoon (WHL),,,,,,,,,,,,,
191,Chicago Blackhawks,Mac Carruth\carruma01,US,G,18,,Portland (WHL),,,,,,,,,,,,,
192,Anaheim Ducks,Brett Perlini\perlibr02,CA,C,20,,Michigan State (CCHA),,,,,,,,,,,,,
193,Calgary Flames,Patrick Holland\hollapa01,CA,RW,18,2014,Tri-City (WHL),5,0,0,0,0,0,,,,,,,-0.1
194,Nashville Predators,David Elsner\elsneda01,DE,LW,18,,Landshut Cann. (German-2),,,,,,,,,,,,,
195,Boston Bruins,Maxim Chudinov\chudima01,RU,D,20,,Cherepovets (Russia),,,,,,,,,,,,,
196,Ottawa Senators,Bryce Aneloski\anelobr01,US,D,20,,Cedar Rapids (USHL),,,,,,,,,,,,,
197,Colorado Avalanche,Luke Moffatt\moffalu01,US,C,18,,USA U-18 (USHL),,,,,,,,,,,,,
198,Nashville Predators,Joonas Rask\raskjo01,FI,C,20,2013,Ilves (Finland),2,0,1,1,-1,0,,,,,,,0.0
199,Atlanta Thrashers,Peter Stoykewych\stoykpe01,CA,D,18,,Winnipeg South (MJHL),,,,,,,,,,,,,
200,San Jose Sharks,Chris Crane\cranech01,US,RW,18,,Green Bay (USHL),,,,,,,,,,,,,
201,Detroit Red Wings,Ben Marshall\marshbe02,US,D,18,,Mahtomedi (High-MN),,,,,,,,,,,,,
202,Edmonton Oilers,Kellen Jones\joneske02,CA,F,20,,Vernon (BCHL),,,,,,,,,,,,,
203,Buffalo Sabres,Christian Isackson\isackch01,US,RW,18,,St. Thomas (High-MN),,,,,,,,,,,,,
204,New Jersey Devils,Mauro Jorg\jorgma01,CH,LW,20,,Lugano (Swiss),,,,,,,,,,,,,
205,Vancouver Canucks,Sawyer Hannay\hannasa01,CA,D,18,,Halifax (QMJHL),,,,,,,,,,,,,
206,Philadelphia Flyers,Ricard Blidstrand\blidsri01,SE,D,18,,AIK Jr. (Sweden-Jr.),,,,,,,,,,,,,
207,Montreal Canadiens,John Westin\westijo01,SE,LW,18,,MODO Jr. (Sweden-Jr.),,,,,,,,,,,,,
208,Buffalo Sabres,Riley Boychuk\boychri01,CA,LW,19,,Portland (WHL),,,,,,,,,,,,,
209,Philadelphia Flyers,Brendan Ranford\ranfobr01,CA,LW,18,2015,Kamloops (WHL),1,0,0,0,0,0,,,,,,,0.0
210,Boston Bruins,Zach Trotman\trotmza01,US,D,20,2020,Lake Superior (CCHA),91,3,10,13,1,30,,,,,,,2.9
1,New York Islanders,John Tavares\tavarjo01,CA,C,18,2020,London (OHL),814,345,424,769,-30,365,,,,,,,90.9
2,Tampa Bay Lightning,Victor Hedman\hedmavi01,SE,D,18,2020,MoDo Ornskoldsvik ( ),762,105,368,473,116,560,,,,,,,82.3
3,Colorado Avalanche,Matt Duchene\duchema01,CA,C,18,2020,Brampton (OHL),793,245,344,589,-90,190,,,,,,,61.5
4,Atlanta Thrashers,Evander Kane\kaneev01,CA,LW,18,2020,Vancouver (WCHL),713,242,215,457,-66,946,,,,,,,50.7
5,Los Angeles Kings,Brayden Schenn\schenbr01,CA,C,18,2020,Brandon (WHL),658,179,251,430,-16,357,,,,,,,46.1
